episode,reward,soups,layout,layout_average,overall_average,gamma,lambda_gae,clip_epsilon,update_every,total_tomato_pickups,total_useful_tomato_pickups,total_tomato_drops,total_useful_tomato_drops,total_potting_tomato,total_optimal_potting_tomato,total_viable_potting_tomato,total_catastrophic_potting_tomato,total_useless_potting_tomato,total_onion_pickups,total_useful_onion_pickups,total_onion_drops,total_useful_onion_drops,total_potting_onion,total_optimal_potting_onion,total_viable_potting_onion,total_catastrophic_potting_onion,total_useless_potting_onion,total_dish_pickups,total_useful_dish_pickups,total_dish_drops,total_useful_dish_drops,total_soup_pickups,total_soup_deliveries,total_incorrect_deliveries,total_cumulative_sparse_rewards,total_cumulative_shaped_rewards,average_tomato_pickup_efficiency,average_onion_pickup_efficiency,average_potting_efficiency_tomato,average_potting_efficiency_onion,coordination_success_rate
51011,519,9,cramped_room,9.95,8.746666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,35,32,4,1,29,29,29,0,0,9,9,0,0,9,9,0,180,159,0.0,0.9047619047619047,0.0,1.0,1.0
51012,522,9,cramped_room,9.95,8.746666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,29,1,1,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9337606837606838,0.0,1.0,1.0
51013,522,9,cramped_room,9.94,8.743333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,31,1,0,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,1.0,0.0,1.0,1.0
51014,492,9,cramped_room,9.93,8.74,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,29,27,0,0,28,28,28,0,0,20,1,11,2,9,9,0,180,132,0.0,0.95,0.0,1.0,1.0
51015,498,9,cramped_room,9.92,8.736666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,32,4,0,29,29,29,0,0,15,2,5,1,9,9,0,180,138,0.0,0.9791666666666667,0.0,1.0,1.0
51016,522,9,cramped_room,9.9,8.73,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,32,2,0,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9722222222222222,0.0,1.0,1.0
51017,522,9,cramped_room,9.9,8.73,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,28,0,0,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9206349206349206,0.0,1.0,1.0
51018,510,9,cramped_room,9.89,8.726666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,32,2,0,30,30,30,0,0,16,5,7,2,9,9,0,180,150,0.0,1.0,0.0,1.0,1.0
51019,510,9,cramped_room,9.88,8.723333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,29,0,0,30,30,30,0,0,14,5,5,1,9,9,0,180,150,0.0,0.9761904761904762,0.0,1.0,1.0
51020,450,8,cramped_room,9.87,8.72,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,28,25,1,1,27,27,27,0,0,18,3,8,3,8,8,0,160,130,0.0,0.8944444444444444,0.0,1.0,1.0
51021,516,9,cramped_room,9.85,8.713333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,29,1,0,28,28,28,0,0,9,9,0,0,9,9,0,180,156,0.0,0.9583333333333333,0.0,1.0,1.0
51022,522,9,cramped_room,9.84,8.709999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,28,0,0,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9473684210526316,0.0,1.0,1.0
51023,525,9,cramped_room,9.84,8.709999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,26,2,1,30,30,30,0,0,10,10,0,0,9,9,0,180,165,0.0,0.8174603174603174,0.0,1.0,1.0
51024,452,8,cramped_room,9.82,8.703333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,28,27,1,1,27,27,27,0,0,24,2,15,6,9,8,0,160,132,0.0,0.9722222222222222,0.0,1.0,1.0
51025,473,8,cramped_room,9.81,8.7,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,29,28,0,0,28,28,28,0,0,13,8,4,1,9,8,0,160,153,0.0,0.9722222222222222,0.0,1.0,1.0
51026,522,9,cramped_room,9.8,8.696666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,35,32,4,1,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9128787878787878,0.0,1.0,1.0
51027,522,9,cramped_room,9.79,8.693333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,28,0,0,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9041666666666667,0.0,1.0,1.0
51028,498,9,cramped_room,9.78,8.69,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,26,3,3,27,27,27,0,0,16,4,7,1,9,9,0,180,138,0.0,0.8183760683760684,0.0,1.0,1.0
51029,510,9,cramped_room,9.77,8.686666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,38,35,8,3,29,29,29,0,0,17,6,8,1,9,9,0,180,150,0.0,0.9231884057971014,0.0,1.0,1.0
51030,530,9,cramped_room,9.76,8.683333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,33,6,2,31,31,31,0,0,10,9,0,0,10,10,0,180,170,0.0,0.8955882352941176,0.0,1.0,1.0
51031,513,9,cramped_room,9.75,8.68,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,35,7,0,30,30,30,0,0,15,6,6,3,9,9,0,180,153,0.0,0.945906432748538,0.0,1.0,1.0
51032,513,9,cramped_room,9.74,8.676666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,29,2,1,27,27,27,0,0,9,9,0,0,9,9,0,180,153,0.0,0.9666666666666667,0.0,1.0,1.0
51033,573,10,cramped_room,9.73,8.673333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,30,1,0,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.9055555555555556,0.0,1.0,1.0
51034,510,9,cramped_room,9.72,8.67,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,29,0,0,30,30,30,0,0,11,5,1,0,9,9,0,180,150,0.0,0.9761904761904762,0.0,1.0,1.0
51035,525,9,cramped_room,9.71,8.666666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,29,0,0,30,30,30,0,0,10,10,0,0,9,9,0,180,165,0.0,0.9705882352941176,0.0,1.0,1.0
51036,482,8,cramped_room,9.69,8.66,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,27,1,1,29,29,29,0,0,10,10,0,0,9,9,0,160,162,0.0,0.90625,0.0,1.0,1.0
51037,507,9,cramped_room,9.68,8.656666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,31,2,0,30,30,30,0,0,19,4,9,1,9,9,0,180,147,0.0,0.9705882352941176,0.0,1.0,1.0
51038,573,10,cramped_room,9.68,8.656666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,29,1,0,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.8833333333333333,0.0,1.0,1.0
51039,525,9,cramped_room,9.67,8.653333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,27,1,0,30,30,30,0,0,10,10,0,0,9,9,0,180,165,0.0,0.8708333333333333,0.0,1.0,1.0
51040,519,9,cramped_room,9.67,8.653333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,35,34,5,2,30,30,30,0,0,13,8,4,1,9,9,0,180,159,0.0,0.9705882352941176,0.0,1.0,1.0
51041,549,10,cramped_room,9.67,8.653333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,27,0,0,30,30,30,0,0,17,3,7,2,10,10,0,200,149,0.0,0.9,0.0,1.0,1.0
51042,522,9,cramped_room,9.66,8.65,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,28,1,1,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.898989898989899,0.0,1.0,1.0
51043,237,4,cramped_room,9.59,8.626666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,16,14,1,0,15,15,15,0,0,7,4,1,0,4,4,0,80,77,0.0,0.8666666666666667,0.0,1.0,1.0
51044,516,9,cramped_room,9.59,8.626666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,29,28,0,0,29,29,29,0,0,11,8,2,1,9,9,0,180,156,0.0,0.975,0.0,1.0,1.0
51045,567,10,cramped_room,9.59,8.626666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,35,28,3,3,32,32,32,0,0,17,7,7,3,10,10,0,200,167,0.0,0.8132183908045978,0.0,1.0,1.0
51046,561,10,cramped_room,9.59,8.626666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,29,2,2,30,30,30,0,0,18,7,7,3,10,10,0,200,161,0.0,0.90625,0.0,1.0,1.0
51047,525,9,cramped_room,9.58,8.623333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,28,0,0,30,30,30,0,0,10,10,0,0,9,9,0,180,165,0.0,0.8958333333333334,0.0,1.0,1.0
51048,498,9,cramped_room,9.57,8.62,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,29,0,0,30,30,30,0,0,20,1,11,2,9,9,0,180,138,0.0,0.9722222222222222,0.0,1.0,1.0
51049,510,9,cramped_room,9.56,8.616666666666665,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,29,2,2,30,30,30,0,0,13,5,3,0,9,9,0,180,150,0.0,0.9375,0.0,1.0,1.0
51050,504,9,cramped_room,9.55,8.613333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,36,9,1,27,27,27,0,0,10,6,1,1,9,9,0,180,144,0.0,0.9761904761904762,0.0,1.0,1.0
51051,573,10,cramped_room,9.55,8.613333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,36,33,4,0,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.9482758620689655,0.0,1.0,1.0
51052,525,9,cramped_room,9.53,8.606666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,35,31,5,0,30,30,30,0,0,10,10,0,0,9,9,0,180,165,0.0,0.9230769230769231,0.0,1.0,1.0
51053,513,9,cramped_room,9.52,8.603333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,39,37,10,2,28,28,28,0,0,9,8,0,0,9,9,0,180,153,0.0,0.9545454545454546,0.0,1.0,1.0
51054,567,10,cramped_room,9.52,8.603333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,31,2,0,31,31,31,0,0,13,8,3,2,10,10,0,200,167,0.0,0.90625,0.0,1.0,1.0
51055,530,9,cramped_room,9.51,8.6,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,31,3,2,30,30,30,0,0,10,10,0,0,10,9,0,180,170,0.0,0.9393382352941176,0.0,1.0,1.0
51056,570,10,cramped_room,9.5,8.596666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,32,6,3,30,30,30,0,0,10,10,0,0,10,10,0,200,170,0.0,0.8654970760233918,0.0,1.0,1.0
51057,570,10,cramped_room,9.5,8.596666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,35,31,4,2,30,30,30,0,0,10,10,0,0,10,10,0,200,170,0.0,0.8833333333333333,0.0,1.0,1.0
51058,576,10,cramped_room,9.51,8.6,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,31,0,0,32,32,32,0,0,10,10,0,0,10,10,0,200,176,0.0,0.9705882352941176,0.0,1.0,1.0
51059,561,10,cramped_room,9.51,8.6,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,29,0,0,33,33,33,0,0,16,4,6,0,10,10,0,200,161,0.0,0.8888888888888888,0.0,1.0,1.0
51060,579,10,cramped_room,9.5,8.596666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,33,3,1,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.8984848484848484,0.0,1.0,1.0
51061,579,10,cramped_room,9.5,8.596666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,35,28,1,1,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.7990196078431373,0.0,1.0,1.0
51062,510,9,cramped_room,9.49,8.593333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,29,1,0,30,30,30,0,0,31,5,21,5,9,9,0,180,150,0.0,0.90625,0.0,1.0,1.0
51063,579,10,cramped_room,9.49,8.593333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,31,1,0,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.9083333333333333,0.0,1.0,1.0
51064,525,9,cramped_room,9.48,8.59,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,27,0,0,30,30,30,0,0,10,10,0,0,9,9,0,180,165,0.0,0.9375,0.0,1.0,1.0
51065,522,9,cramped_room,9.47,8.586666666666668,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,30,2,1,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9352226720647774,0.0,1.0,1.0
51066,542,9,cramped_room,9.45,8.58,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,29,0,0,33,33,33,0,0,11,11,0,0,10,9,0,180,182,0.0,0.8484848484848485,0.0,1.0,1.0
51067,582,10,cramped_room,9.44,8.576666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,30,1,1,33,33,33,0,0,11,11,0,0,10,10,0,200,182,0.0,0.8901098901098901,0.0,1.0,1.0
51068,576,10,cramped_room,9.44,8.576666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,30,2,1,32,32,32,0,0,10,10,0,0,10,10,0,200,176,0.0,0.8823529411764706,0.0,1.0,1.0
51069,462,8,cramped_room,9.42,8.569999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,27,23,0,0,27,27,27,0,0,15,7,5,1,8,8,0,160,142,0.0,0.8888888888888888,0.0,1.0,1.0
51070,579,10,cramped_room,9.43,8.573333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,28,1,1,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.7619047619047619,0.0,1.0,1.0
51071,576,10,cramped_room,9.43,8.573333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,28,1,0,32,32,32,0,0,10,10,0,0,10,10,0,200,176,0.0,0.8210526315789474,0.0,1.0,1.0
51072,582,10,cramped_room,9.43,8.573333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,29,4,1,33,33,33,0,0,11,11,0,0,10,10,0,200,182,0.0,0.7863636363636364,0.0,1.0,1.0
51073,530,9,cramped_room,9.42,8.569999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,25,2,1,30,30,30,0,0,10,10,0,0,10,9,0,180,170,0.0,0.7823529411764706,0.0,1.0,1.0
51074,579,10,cramped_room,9.42,8.569999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,28,0,0,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.8630952380952381,0.0,1.0,1.0
51075,582,10,cramped_room,9.42,8.569999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,32,3,0,33,33,33,0,0,11,11,0,0,10,10,0,200,182,0.0,0.8633540372670807,0.0,1.0,1.0
51076,579,10,cramped_room,9.42,8.569999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,32,4,2,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.8651515151515152,0.0,1.0,1.0
51077,527,9,cramped_room,9.4,8.563333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,36,32,5,1,30,30,30,0,0,14,9,4,2,10,9,0,180,167,0.0,0.8875,0.0,1.0,1.0
51078,533,9,cramped_room,9.38,8.556666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,29,0,0,32,32,32,0,0,12,9,2,1,10,10,0,180,173,0.0,0.8516483516483516,0.0,1.0,1.0
51079,576,10,cramped_room,9.38,8.556666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,34,4,1,33,33,33,0,0,10,9,0,0,10,10,0,200,176,0.0,0.9212121212121211,0.0,1.0,1.0
51080,522,9,cramped_room,9.37,8.553333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,29,0,0,30,30,30,0,0,9,9,0,0,9,9,0,180,162,0.0,0.9261904761904762,0.0,1.0,1.0
51081,579,10,cramped_room,9.37,8.553333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,31,1,0,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.9140350877192982,0.0,1.0,1.0
51082,576,10,cramped_room,9.38,8.556666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,28,0,0,32,32,32,0,0,10,10,0,0,10,10,0,200,176,0.0,0.8809523809523809,0.0,1.0,1.0
51083,570,10,cramped_room,9.37,8.553333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,28,1,1,31,31,31,0,0,15,9,5,2,10,10,0,200,170,0.0,0.8614718614718615,0.0,1.0,1.0
51084,498,9,cramped_room,9.36,8.549999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,30,30,0,0,30,30,30,0,0,32,1,22,5,9,9,0,180,138,0.0,1.0,0.0,1.0,1.0
51085,573,10,cramped_room,9.36,8.549999999999999,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,27,0,0,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.8376623376623377,0.0,1.0,1.0
51086,180,3,cramped_room,9.29,8.526666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,20,16,6,1,12,12,12,0,0,3,3,0,0,3,3,0,60,60,0.0,0.8095238095238095,0.0,1.0,1.0
51087,573,10,cramped_room,9.28,8.523333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,38,34,6,1,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.9005681818181819,0.0,1.0,1.0
51088,573,10,cramped_room,9.28,8.523333333333332,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,44,38,12,3,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.8804597701149426,0.0,1.0,1.0
51089,507,9,cramped_room,9.27,8.52,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,29,26,0,0,28,28,28,0,0,19,6,9,3,9,9,0,180,147,0.0,0.898989898989899,0.0,1.0,1.0
51090,579,10,cramped_room,9.26,8.516666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,58,45,24,8,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.7739393939393939,0.0,1.0,1.0
51091,564,10,cramped_room,9.25,8.513333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,30,0,0,33,33,33,0,0,11,5,1,0,10,10,0,200,164,0.0,0.9107142857142857,0.0,1.0,1.0
51092,579,10,cramped_room,9.25,8.513333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,37,31,4,2,33,33,33,0,0,11,10,1,0,10,10,0,200,179,0.0,0.8367647058823529,0.0,1.0,1.0
51093,498,9,cramped_room,9.23,8.506666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,30,1,1,30,30,30,0,0,31,1,21,3,9,9,0,180,138,0.0,0.9285714285714286,0.0,1.0,1.0
51094,522,9,cramped_room,9.22,8.503333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,36,33,5,3,30,30,30,0,0,11,9,1,1,9,9,0,180,162,0.0,0.9166666666666666,0.0,1.0,1.0
51095,573,10,cramped_room,9.21,8.5,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,45,38,14,5,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.8518518518518519,0.0,1.0,1.0
51096,582,10,cramped_room,9.2,8.496666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,36,31,2,0,33,33,33,0,0,11,11,0,0,10,10,0,200,182,0.0,0.86875,0.0,1.0,1.0
51097,519,9,cramped_room,9.18,8.49,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,25,1,1,30,30,30,0,0,11,8,2,0,9,9,0,180,159,0.0,0.8288043478260869,0.0,1.0,1.0
51098,402,7,cramped_room,9.15,8.48,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,28,22,6,2,22,22,22,0,0,7,7,0,0,7,7,0,140,122,0.0,0.7857142857142857,0.0,1.0,1.0
51099,573,10,cramped_room,9.14,8.476666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,28,0,0,33,33,33,0,0,14,8,4,0,10,10,0,200,173,0.0,0.7666666666666666,0.0,1.0,1.0
51100,579,10,cramped_room,9.14,8.476666666666667,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,36,29,2,2,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.7952380952380952,0.0,1.0,1.0
51101,570,10,cramped_room,9.16,8.483333333333333,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,29,1,1,30,30,30,0,0,10,10,0,0,10,10,0,200,170,0.0,0.8916666666666666,0.0,1.0,1.0
51102,552,10,cramped_room,9.18,8.49,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,29,1,0,30,30,30,0,0,15,4,5,2,10,10,0,200,152,0.0,0.8772727272727273,0.0,1.0,1.0
51103,579,10,cramped_room,9.2,8.496666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,46,45,13,1,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.9807692307692308,0.0,1.0,1.0
51104,516,9,cramped_room,9.21,8.5,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,49,36,19,10,28,28,28,0,0,9,9,0,0,9,9,0,180,156,0.0,0.7424242424242424,0.0,1.0,1.0
51105,527,9,cramped_room,9.21,8.5,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,31,27,0,0,30,30,30,0,0,12,9,2,0,10,9,0,180,167,0.0,0.8729166666666667,0.0,1.0,1.0
51106,473,8,cramped_room,9.2,8.496666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,43,31,16,10,27,27,27,0,0,9,9,0,0,9,9,0,160,153,0.0,0.7782051282051282,0.0,1.0,1.0
51107,513,9,cramped_room,9.2,8.496666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,36,34,6,1,30,30,30,0,0,14,6,5,2,9,9,0,180,153,0.0,0.9444444444444444,0.0,1.0,1.0
51108,513,9,cramped_room,9.2,8.496666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,30,5,1,29,29,29,0,0,21,7,11,0,9,9,0,180,153,0.0,0.8736842105263158,0.0,1.0,1.0
51109,573,10,cramped_room,9.21,8.5,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,32,28,1,1,31,31,31,0,0,10,10,0,0,10,10,0,200,173,0.0,0.8825910931174089,0.0,1.0,1.0
51110,570,10,cramped_room,9.22,8.503333333333334,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,29,1,1,31,31,31,0,0,13,9,3,0,10,10,0,200,170,0.0,0.8786764705882353,0.0,1.0,1.0
51111,579,10,cramped_room,9.23,8.506666666666666,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,33,28,0,0,33,33,33,0,0,10,10,0,0,10,10,0,200,179,0.0,0.8555555555555556,0.0,1.0,1.0
51112,582,10,cramped_room,9.24,8.51,0.99,0.95,0.2,1500,0,0,0,0,0,0,0,0,0,34,29,1,1,33,33,33,0,0,11,11,0,0,10,10,0,200,182,0.0,0.8614035087719298,0.0,1.0,1.0
